autores,ocorrencias,origem,nome_normalizado,possivel_duplicata
"Mantovani-silva, Eduarda",1,geoinfo,mantovanisilva eduarda,False
"Giles, André",1,geoinfo,giles andre,False
"Réquillart, Josephine",1,geoinfo,requillart josephine,False
"Jakovac, Catarina",1,geoinfo,jakovac catarina,False
"Ciotti, Áurea M.",1,geoinfo,ciotti aurea m,False
"Paulino, Rejane",1,geoinfo,paulino rejane,False
"Schumacher, Vânia",1,geoinfo,schumacher vania,False
"Martins, Elisa",1,geoinfo,martins elisa,False
"Galende, Fßbricio",1,geoinfo,galende fßbricio,False
"Garrot, Italo",1,geoinfo,garrot italo,False
"Sepetauskas, Catia S. N.",1,geoinfo,sepetauskas catia s n,False
"Simoyama, Felipe O.",1,geoinfo,simoyama felipe o,False
"Oyarzabal, Ricardo S.",1,geoinfo,oyarzabal ricardo s,False
"Cardoso, Hugo S. P.",1,geoinfo,cardoso hugo s p,False
"N. Filho, Aloēsio S.",1,geoinfo,n filho aloesio s,False
"Seregati, Yuri",1,geoinfo,seregati yuri,False
"Neme, Ana C. D.",1,geoinfo,neme ana c d,False
"Souza, Marlon F. de",1,geoinfo,souza marlon f de,False
"Lamparelli, Rubens A. C",1,geoinfo,lamparelli rubens a c,False
"Silva, Israel Nunes da",1,geoinfo,silva israel nunes da,False
"Shiguemori, Elcio Hideichi",1,geoinfo,shiguemori elcio hideichi,False
"Silva, Caroline da",1,geoinfo,silva caroline da,False
"Silva, Baggio Luiz de Castro",1,geoinfo,silva baggio luiz de castro,False
"Almeida, Gabriel C.",1,geoinfo,almeida gabriel c,False
"Mura, José Claudio",1,geoinfo,mura jose claudio,False
"Cortivo, Fábio Dall",1,geoinfo,cortivo fabio dall,False
"Oliveira Junior, Rogério Costa de",1,geoinfo,oliveira junior rogerio costa de,False
"Duque, Johan S.",1,geoinfo,duque johan s,False
"Pereira, Maria E. D.",1,geoinfo,pereira maria e d,False
"Andrade, Karen V.",1,geoinfo,andrade karen v,False
"Dutra, Shayene Bernardo",1,geoinfo,dutra shayene bernardo,False
"Pires, Luciana B. M",1,geoinfo,pires luciana b m,False
"Salles, Daniel B.",1,geoinfo,salles daniel b,False
"Liuth, Thiago A.",1,geoinfo,liuth thiago a,False
"Kinukawa, Karina M.",1,geoinfo,kinukawa karina m,False
"Soares, Ana Luiza Almeida",1,geoinfo,soares ana luiza almeida,False
"Silva, Rodrigo Cesar P.",1,geoinfo,silva rodrigo cesar p,False
"Carneiro, Tiago S",1,geoinfo,carneiro tiago s,False
"Saraiva, Joao Pedro Melani",1,geoinfo,saraiva joao pedro melani,False
"Pinheiro, Aluísio de Souza",1,geoinfo,pinheiro aluisio de souza,False
"Silva, Jefferson V. da F. E",1,geoinfo,silva jefferson v da f e,False
"Sansão, Joao P. H.",1,geoinfo,sansao joao p h,False
"Leles, Michel C. R",1,geoinfo,leles michel c r,False
"Carvalho, Luiz M.",1,geoinfo,carvalho luiz m,False
"Arcoverde, Gustavo Felipe Balué",1,geoinfo,arcoverde gustavo felipe balue,False
"Magalhães, Monise Aguillar Faria",1,geoinfo,magalhaes monise aguillar faria,False
"Bartolomei, Bianca da Rocha",1,geoinfo,bartolomei bianca da rocha,False
"Paula, Melise Maria Veiga de",1,geoinfo,paula melise maria veiga de,False
"Cabral, Beatriz Figueiredo",1,geoinfo,cabral beatriz figueiredo,False
"Camargo, Barbara Celi Braga",1,geoinfo,camargo barbara celi braga,False
"Oliveira, Lucas Martins",1,geoinfo,oliveira lucas martins,False
"Barbosa, Eduardo Batista de Moares",1,geoinfo,barbosa eduardo batista de moares,False
"Domingos, Breno Izidoro",1,geoinfo,domingos breno izidoro,False
"Correia, Guilherme Gomes",1,geoinfo,correia guilherme gomes,False
"Pinho, Ignácio Martins",1,geoinfo,pinho ignacio martins,False
"Pereira, Vinicius Belquiman",1,geoinfo,pereira vinicius belquiman,False
"Garcia, André Dalla Bernardina",1,geoinfo,garcia andre dalla bernardina,False
"Prudente, Victor Hugo R.",1,geoinfo,prudente victor hugo r,False
"Haji, Shahida",1,geoinfo,haji shahida,False
"Ahmad, Junaid",1,geoinfo,ahmad junaid,False
"Pervaiz, Fahad",1,geoinfo,pervaiz fahad,False
"Darafshani, Mahsa Samadi",1,geoinfo,darafshani mahsa samadi,False
"Mowla, Qazi Ashique E",1,geoinfo,mowla qazi ashique e,False
"Juneja, Rohit",1,geoinfo,juneja rohit,False
"Machado, Arthur de Lara",1,geoinfo,machado arthur de lara,False
"Schreiner, Geomar André",1,geoinfo,schreiner geomar andre,False
"Maciel, Adeline Marinho",1,geoinfo,maciel adeline marinho,False
"Nunes, Yuri Domaradzki Moreira",1,geoinfo,nunes yuri domaradzki moreira,False
"Luz, Luana B. da",1,geoinfo,luz luana b da,False
"Vitor, Ana Claudia Rorato",1,geoinfo,vitor ana claudia rorato,False
"Barcellos, Christovam",1,geoinfo,barcellos christovam,False
"Xavier, Diego R.",1,geoinfo,xavier diego r,False
"Matos, Vanderlei P. de",1,geoinfo,matos vanderlei p de,False
"Saldanha, Raphael de F.",1,geoinfo,saldanha raphael de f,False
"Lowe, Rachel",1,geoinfo,lowe rachel,False
"Marques, Sabrina Guilherme",1,geoinfo,marques sabrina guilherme,False
"Pinto, João Felipe Sobrinho Kneipp Cerqueira",1,geoinfo,pinto joao felipe sobrinho kneipp cerqueira,False
"Camilotti, Vagner Luis",1,geoinfo,camilotti vagner luis,False
"Quadros, Camila Barata",1,geoinfo,quadros camila barata,False
"Gusmão, Luiz Henrique Almeida",1,geoinfo,gusmao luiz henrique almeida,False
"Thiago, Thiago C. de",1,geoinfo,thiago thiago c de,False
"Barradas, Delmina Carla Matos",1,geoinfo,barradas delmina carla matos,False
"Maurano, Luis Eduardo Pinheiro",1,geoinfo,maurano luis eduardo pinheiro,False
"Xaud, Haron A. M.",1,geoinfo,xaud haron a m,False
"Xaud, Maristela R. Xaud",1,geoinfo,xaud maristela r xaud,False
"Carvalho, André Fernando Araújo de",1,geoinfo,carvalho andre fernando araujo de,False
"Alves, Fábio C.",1,geoinfo,alves fabio c,False
"Pinheiro, Fábio da Conceição",1,geoinfo,pinheiro fabio da conceicao,False
"Renó, Vivian Fróes",1,geoinfo,reno vivian froes,False
"Lima, Deborah Lopes Correia",1,geoinfo,lima deborah lopes correia,False
"Moraes, Douglas Rafael Vidal de",1,geoinfo,moraes douglas rafael vidal de,False
"Belluzzo, Amanda Pinoti",1,geoinfo,belluzzo amanda pinoti,False
"Souza, Jefferson Jesus de",1,geoinfo,souza jefferson jesus de,False
"Barros, Lucélia Souza de",1,geoinfo,barros lucelia souza de,False
"Chrispim, Eduardo Henrique S.",1,geoinfo,chrispim eduardo henrique s,False
"Silva, Diego M.",1,geoinfo,silva diego m,False
"Cunha, Igor P.",1,geoinfo,cunha igor p,False
"Matos, Marlon Henrique Hetzel",1,geoinfo,matos marlon henrique hetzel,False
"Alves, Gabriel M. R.",1,geoinfo,alves gabriel m r,False
"Rodrigues Neto, Manoel Ribeiro",1,geoinfo,rodrigues neto manoel ribeiro,False
"Moraes, Dayane Rafaela Vidal de",1,geoinfo,moraes dayane rafaela vidal de,False
"Almeida, Rodrigo de",1,geoinfo,almeida rodrigo de,False
"Bastos, Eduardo Felipe Marcelino",1,geoinfo,bastos eduardo felipe marcelino,False
"Andrade, Ana Carolina S. de",1,geoinfo,andrade ana carolina s de,False
"Perez, Letícia P.",1,geoinfo,perez leticia p,False
"Salgado, Gustavo P. L.",1,geoinfo,salgado gustavo p l,False
"Cunha, Miguel Alexandre da",1,geoinfo,cunha miguel alexandre da,False
"Minervino, Carlos V. A.",1,geoinfo,minervino carlos v a,False
"Silva, Salatiel D",1,geoinfo,silva salatiel d,False
"Passos, Felipe de O.",1,geoinfo,passos felipe de o,False
"Mendonças, Tiffany Laura Januci Telles",1,geoinfo,mendoncas tiffany laura januci telles,False
"Pezzi, Luciano Ponzi",1,geoinfo,pezzi luciano ponzi,False
"Molinez, Raquel Zozimo",1,geoinfo,molinez raquel zozimo,False
"Turibio, Andrea F.",1,geoinfo,turibio andrea f,False
"Cursino, Mariana M. S.",1,geoinfo,cursino mariana m s,False
"Passos, Felipe O.",1,geoinfo,passos felipe o,False
"Mourão, Carla",1,geoinfo,mourao carla,False
"Petrone, Felipe Gomes",1,geoinfo,petrone felipe gomes,False
"Ribeiro, Victória R. S.",1,geoinfo,ribeiro victoria r s,False
"Antunes, Eduardo H.",1,geoinfo,antunes eduardo h,False
"Silva, Cleyson G. G. da",1,geoinfo,silva cleyson g g da,False
"Alves, Pedro P. L.",1,geoinfo,alves pedro p l,False
"Rodrigues, Maria E.",1,geoinfo,rodrigues maria e,False
"Bernini, Henrique",1,geoinfo,bernini henrique,False
"Silvestre, Ariomar S.",1,geoinfo,silvestre ariomar s,False
"Leal, José B.",1,geoinfo,leal jose b,False
"Oliveira, Elisama S. P.",1,geoinfo,oliveira elisama s p,False
"Santos, Deydila Michele Bomfim dos",1,geoinfo,santos deydila michele bomfim dos,False
"Nienow, Samuel",1,geoinfo,nienow samuel,False
"Cambraia, Bruno C",1,geoinfo,cambraia bruno c,False
"Santos, Ramon Batista dos",1,geoinfo,santos ramon batista dos,False
"Pires, João Saldanha",1,geoinfo,pires joao saldanha,False
"Valeriano, Márcio de Morisson",1,geoinfo,valeriano marcio de morisson,False
"Silva, Yan Breno Azeredo Gomes da",1,geoinfo,silva yan breno azeredo gomes da,False
"Santos, Monique Calderaro Rocha",1,geoinfo,santos monique calderaro rocha,False
"Oliveira, Lucas B",1,geoinfo,oliveira lucas b,False
"Silva, Matheus Ferreira da",1,geoinfo,silva matheus ferreira da,False
"Santos, Renato Cesar dos",1,geoinfo,santos renato cesar dos,False
"Tommaselli, Antonio M. G.",1,geoinfo,tommaselli antonio m g,False
"Galo, Maurício",1,geoinfo,galo mauricio,False
"Soares, Fabiana da Silva",1,geoinfo,soares fabiana da silva,False
"Sacramento, Bruna Henrique",1,geoinfo,sacramento bruna henrique,False
"Valente, Roberta Averna",1,geoinfo,valente roberta averna,False
"Silveira, Hilton Luís",1,geoinfo,silveira hilton luis,False
"Sousa, Diego de",1,geoinfo,sousa diego de,False
"Musa, Daniela Leal",1,geoinfo,musa daniela leal,False
"Vijaykumar, Nandamudi Lankalapalli",1,geoinfo,vijaykumar nandamudi lankalapalli,False
"Rebelo, Luciana",1,geoinfo,rebelo luciana,False
"Silva, Raphael Augusto O.",1,geoinfo,silva raphael augusto o,False
"Nascimento, Luanna",1,geoinfo,nascimento luanna,False
"Ferla, Luís Antonio Coelho",1,geoinfo,ferla luis antonio coelho,False
"Vieira, Vinēcius da Fonseca",1,geoinfo,vieira vinecius da fonseca,False
"Alencar, Ricardo",1,geoinfo,alencar ricardo,False
"Evsukoff, Alexandre G.",1,geoinfo,evsukoff alexandre g,False
"Samaniego, Horacio",1,geoinfo,samaniego horacio,False
"Al Fahad, Abdulla",1,geoinfo,al fahad abdulla,False
"Magalhães, Roberta Perez",1,geoinfo,magalhaes roberta perez,False
"Silveira Filho, Telmo Borges",1,geoinfo,silveira filho telmo borges,False
"Barbosa, Anderson Rodolfo",1,geoinfo,barbosa anderson rodolfo,False
"Gomes, Diego da Silva",1,geoinfo,gomes diego da silva,False
"Queiroz, Wildson",1,geoinfo,queiroz wildson,False
"Sousa, Ricardo Cartaxo Modesto de",1,geoinfo,sousa ricardo cartaxo modesto de,False
"Bacellar, José Teixeira da Matta",1,geoinfo,bacellar jose teixeira da matta,False
"Igawa, Tassio Koiti",1,geoinfo,igawa tassio koiti,False
"Maffini, Ana Luisa",1,geoinfo,maffini ana luisa,False
"Gonçalves, Gustavo Maciel",1,geoinfo,goncalves gustavo maciel,False
"Maraschin, Clarice",1,geoinfo,maraschin clarice,False
"Duarte, Fernando Henrique Oliveira",1,geoinfo,duarte fernando henrique oliveira,False
"Moreira, Gladston J. P.",1,geoinfo,moreira gladston j p,False
"Luz, Eduardo J. S.",1,geoinfo,luz eduardo j s,False
"Cabral, Beatriz F.",1,geoinfo,cabral beatriz f,False
"Yanai, Aurora M.",1,geoinfo,yanai aurora m,False
"Fearnside, Philip M.",1,geoinfo,fearnside philip m,False
"Grańa, Paulo M. L. de A.",1,geoinfo,grana paulo m l de a,False
"Braga, Daniel Alvez",1,geoinfo,braga daniel alvez,False
"Almeida, Clßudia Maria de",1,geoinfo,almeida clßudia maria de,False
"Fernandes, Anibal E.",1,geoinfo,fernandes anibal e,False
"Fernandes Filho, Alexandre Santos",1,geoinfo,fernandes filho alexandre santos,False
"Ipia Sanchez, Alber Hamersson",1,geoinfo,ipia sanchez alber hamersson,False
"Oliveira, Gabriel de",1,geoinfo,oliveira gabriel de,False
"Chaves, Michel Eustßquio Dantas",1,geoinfo,chaves michel eustßquio dantas,False
"Wagner, Fabien H.",1,geoinfo,wagner fabien h,False
"Kanzato, Luisa Akemi B.",1,geoinfo,kanzato luisa akemi b,False
"Santos, Bruno Dias dos",1,geoinfo,santos bruno dias dos,False
"Luz, Levi B.",1,geoinfo,luz levi b,False
"Araújo, Tatiane M.",1,geoinfo,araujo tatiane m,False
"Bento, Grazielly C.",1,geoinfo,bento grazielly c,False
"Melo, Julia R. C.",1,geoinfo,melo julia r c,False
"Bhering, Silvio B",1,geoinfo,bhering silvio b,False
"Salgado, Gustavo Piva Lopes",1,geoinfo,salgado gustavo piva lopes,False
"Martins, Adinan Marzulo Maia",1,geoinfo,martins adinan marzulo maia,False
"Carvalho Júnior, Waldir",1,geoinfo,carvalho junior waldir,False
"Bhering, Silvio Barge",1,geoinfo,bhering silvio barge,False
"Chargas, César da Silva",1,geoinfo,chargas cesar da silva,False
"Rendeiro, Nilson Pereira",1,geoinfo,rendeiro nilson pereira,False
"Calderano Filho, Braz",1,geoinfo,calderano filho braz,False
"Milare, Gisele",1,geoinfo,milare gisele,False
"Giarolla, Angélica",1,geoinfo,giarolla angelica,False
"Fushita, Angela Terumi",1,geoinfo,fushita angela terumi,False
"Nascimento, Aline Andrade do",1,geoinfo,nascimento aline andrade do,False
"Bauer, Lucas de Oliveira",1,geoinfo,bauer lucas de oliveira,False
"Rizzo, Luciana V",1,geoinfo,rizzo luciana v,False
"Oliveira, Carlos E. S.",1,geoinfo,oliveira carlos e s,False
"Duarte, Fernando H. O.",1,geoinfo,duarte fernando h o,False
"Oliveira, Brenddon E. A.",1,geoinfo,oliveira brenddon e a,False
"Paula, Leonardo Henrique Duarte de",1,geoinfo,paula leonardo henrique duarte de,False
"Teixeira, Emmanuel K. C.",1,geoinfo,teixeira emmanuel k c,False
"Velastegui-montoya, André",1,geoinfo,velasteguimontoya andre,False
"Pena, Thiago J. B.",1,geoinfo,pena thiago j b,False
"Souza, Higor A. de",1,geoinfo,souza higor a de,False
"Lemos, Letēcia L.",1,geoinfo,lemos letecia l,False
"Kon, Fabio",1,geoinfo,kon fabio,False
"Pereira, Ester C.",1,geoinfo,pereira ester c,False
"Luciano, Ana Cláudia S.",1,geoinfo,luciano ana claudia s,False
"Silva, Carlos A. A. C.",1,geoinfo,silva carlos a a c,False
"Pilau, Felipe G.",1,geoinfo,pilau felipe g,False
"Salgado, Gabriela C.",1,geoinfo,salgado gabriela c,False
"Junqueira, Cynthia C. M.",1,geoinfo,junqueira cynthia c m,False
"Chinatto, Adilson W",1,geoinfo,chinatto adilson w,False
"Helsen, Kenny",1,geoinfo,helsen kenny,False
"Mulenga, Haggai",1,geoinfo,mulenga haggai,False
"Uda, Patrēcia Kazue",1,geoinfo,uda patrecia kazue,False
"Alves, Larissa Mioni Vieira",1,geoinfo,alves larissa mioni vieira,False
"Oliveira, Alisson Cleiton de",1,geoinfo,oliveira alisson cleiton de,False
"Camarinha, Pedro Ivo",1,geoinfo,camarinha pedro ivo,False
"Araújo, Rodolfo Antonio da Silva",1,geoinfo,araujo rodolfo antonio da silva,False
"Satolo, Luiz Fernando",1,geoinfo,satolo luiz fernando,False
"Kulikova, Tatiana",1,geoinfo,kulikova tatiana,False
"Oliveira, Reuel Junqueira de",1,geoinfo,oliveira reuel junqueira de,False
"Souza, Fabíola A.",1,geoinfo,souza fabiola a,False
"Batista, Bruno G.",1,geoinfo,batista bruno g,False
"Souza, Vanessa C. O.",1,geoinfo,souza vanessa c o,False
"Paula, Melise M. V.",1,geoinfo,paula melise m v,False
"Frinhani, Rafael M. D.",1,geoinfo,frinhani rafael m d,False
"Bartolomei, Bianca R.",1,geoinfo,bartolomei bianca r,False
"Lmaounier, Lucas",1,geoinfo,lmaounier lucas,False
"Almeida, Roberto A",1,geoinfo,almeida roberto a,False
"Bomfim, Letēcia da Silva",1,geoinfo,bomfim letecia da silva,False
"Avansi, Guilherme Daniel",1,geoinfo,avansi guilherme daniel,False
"Vidal, Alexandre Campane",1,geoinfo,vidal alexandre campane,False
"Pedrini, Helio",1,geoinfo,pedrini helio,False
"Brasco, Mayra Abboudi",1,geoinfo,brasco mayra abboudi,False
"Feitosa, Flßvia da Fonseca",1,geoinfo,feitosa flßvia da fonseca,False
"Paez, Antonio",1,geoinfo,paez antonio,False
"Escobar Silva, Elton Vicente",1,geoinfo,escobar silva elton vicente,False
"Souza, Anielli Rosane de",1,geoinfo,souza anielli rosane de,False
"Barbosa, Maria Lucia Ferreira",1,geoinfo,barbosa maria lucia ferreira,False
"Feller, Flaris Roland",1,geoinfo,feller flaris roland,False
"Flores Júnior, Rogķrio",1,geoinfo,flores junior rogkrio,False
"Gomes, Vitor Conrado Faria",1,geoinfo,gomes vitor conrado faria,False
"Bonnet, Marie-paule",1,geoinfo,bonnet mariepaule,False
"Negri, Rogério",1,geoinfo,negri rogerio,False
"Gomes, Sabrina O.",1,geoinfo,gomes sabrina o,False
"Candeias, Ana L",1,geoinfo,candeias ana l,False
"Graziotto, Maria Paula Prado Lebrão",1,geoinfo,graziotto maria paula prado lebrao,False
"Soares, Anderson da Silva",1,geoinfo,soares anderson da silva,False
"Silvestre, Leonardo José",1,geoinfo,silvestre leonardo jose,False
"Ramalho, Fernanda de Oliveira",1,geoinfo,ramalho fernanda de oliveira,False
"Silva, Salatiel Dantas",1,geoinfo,silva salatiel dantas,False
"Santos, Flávio E. de O.",1,geoinfo,santos flavio e de o,False
"Dompieri, Márcia H. G.",1,geoinfo,dompieri marcia h g,False
"Moura, Flávio R. de",1,geoinfo,moura flavio r de,False
"Oliveira, Raquel Aparecida Abrahão Costa E",1,geoinfo,oliveira raquel aparecida abrahao costa e,False
"Barreto, Thiago Luiz Morais",1,geoinfo,barreto thiago luiz morais,False
"Ribeiro, Celso Bandeira M.",1,geoinfo,ribeiro celso bandeira m,False
"Brumatti, Carlos Henrique Tavares",1,geoinfo,brumatti carlos henrique tavares,False
"Schaefer, Mariana Albuquerque Reynaud",1,geoinfo,schaefer mariana albuquerque reynaud,False
"Reis, Julio C. S",1,geoinfo,reis julio c s,False
"Cabral, Letícia da S.",1,geoinfo,cabral leticia da s,False
"Carneiro, Ana Carolina C.",1,geoinfo,carneiro ana carolina c,False
"Cunha, Luis Felipe B. da",1,geoinfo,cunha luis felipe b da,False
"Caseri, Angélica N.",1,geoinfo,caseri angelica n,False
"Rodrigues, Francisco Aparecido",1,geoinfo,rodrigues francisco aparecido,False
"Catrinque, Mateus R. S.",1,geoinfo,catrinque mateus r s,False
"Dolif Neto, Giovanni",1,geoinfo,dolif neto giovanni,False
"Vale, Eliana",1,geoinfo,vale eliana,False
"Muller, Arthur",1,geoinfo,muller arthur,False
"Santos, Cláudia Cristina dos",1,geoinfo,santos claudia cristina dos,False
"Albuquerque, Paulo Cesar Gurgel de",1,geoinfo,albuquerque paulo cesar gurgel de,False
"Tang, Ming",1,geoinfo,tang ming,False
"Zou, Yong",1,geoinfo,zou yong,False
"Macau, Elbert Einstein Nehrer",1,geoinfo,macau elbert einstein nehrer,False
"Hossaki, Vitor Y.",1,geoinfo,hossaki vitor y,False
"Tomás, Lívia",1,geoinfo,tomas livia,False
"Feitosa, Jeferson",1,geoinfo,feitosa jeferson,False
"Quiles, Marcos",1,geoinfo,quiles marcos,False
"Freitas, Ana Larissa Ribeiro de",1,geoinfo,freitas ana larissa ribeiro de,False
"Broggio, Igor Santiago",1,geoinfo,broggio igor santiago,False
"Leão, Paulo Henrique A.",1,geoinfo,leao paulo henrique a,False
"Freitas, Ana Larissa R. de",1,geoinfo,freitas ana larissa r de,False
"Reis, João Bosco Coura dos",1,geoinfo,reis joao bosco coura dos,False
"Alvarado, Swanni T.",1,geoinfo,alvarado swanni t,False
"Ferraz, Tiago Massi",1,geoinfo,ferraz tiago massi,False
"Magalhães, Roberta P. de",1,geoinfo,magalhaes roberta p de,False
"Guerrero, João",1,geoinfo,guerrero joao,False
"Mendes, Jeferson F.",1,geoinfo,mendes jeferson f,False
"Olivos, Lina M. Osório",1,geoinfo,olivos lina m osorio,False
"Mello Junior, Arisvaldo Vieira",1,geoinfo,mello junior arisvaldo vieira,False
"Marcellini, Silvana Susko",1,geoinfo,marcellini silvana susko,False
"Hossoda, Dário Hachisu",1,geoinfo,hossoda dario hachisu,False
"Chagas, Rogério Moreira",1,geoinfo,chagas rogerio moreira,False
"Soares, Gabriel A. dos Santos",1,geoinfo,soares gabriel a dos santos,False
"Jacobsem, Flávia Ribeiro dos",1,geoinfo,jacobsem flavia ribeiro dos,False
"Schardong, André",1,geoinfo,schardong andre,False
"Passarini, Pablo de O.",1,geoinfo,passarini pablo de o,False
"Coelho, Filipe J. S.",1,geoinfo,coelho filipe j s,False
"Silva, Natń G.",1,geoinfo,silva natn g,False
"Hirsch, André",1,geoinfo,hirsch andre,False
"Santos, Andréa C. R.",1,geoinfo,santos andrea c r,False
"Gomes, Ivair",1,geoinfo,gomes ivair,False
"Ataíde, Glauciana M.",1,geoinfo,ataide glauciana m,False
"Hirsch, Andrķ",1,geoinfo,hirsch andrk,False
"Santos, Andrķa C. R. dos",1,geoinfo,santos andrka c r dos,False
"Ataēde, Glauciana M.",1,geoinfo,ataede glauciana m,False
"Soares, Jaqueline A. J. P.",1,geoinfo,soares jaqueline a j p,False
"Diniz, Michael M.",1,geoinfo,diniz michael m,False
"Gino, Vinícius L. S.",1,geoinfo,gino vinicius l s,False
"Simőes, José V. O",1,geoinfo,simoes jose v o,False
"Velestegui-montoya, Andres",1,geoinfo,velesteguimontoya andres,False
"Marquez, Juliana O.",1,geoinfo,marquez juliana o,False
"Guerrero Cabrera, Geancarlo",1,geoinfo,guerrero cabrera geancarlo,False
"Jaramillo Lindao, Yadira",1,geoinfo,jaramillo lindao yadira,False
"Mora Araus, Malcon",1,geoinfo,mora araus malcon,False
"Xaud, Felipe Abrahim Ramalho",1,geoinfo,xaud felipe abrahim ramalho,False
